SE ID,seqnames,start,end,width,strand,ID,target SYMBOL,target ENSEMBL,target evidence,target main evidence,SE rank,Signature ChIPseq Top10Percent,Signature ChIPseq MaxExposure
SE_224,chr10,71217401,71241476,24076,*,SE_224,SRGN,ENSG00000122862,correlation,correlation,701,MES,MES
SE_225,chr10,72787036,72864400,77365,*,SE_225,SGPL1,ENSG00000166224,correlation,correlation,1653,,MNA-HR
SE_226,chr10,73007391,73060571,53181,*,SE_226,UNC5B,ENSG00000107731,HiChIP|correlation|nearest,HiChIP,1776,,MNA-HR
SE_227,chr10,73442921,73503315,60395,*,SE_227,SLC29A3,ENSG00000198246,HiC,HiC,1655,,MES
SE_228,chr10,73572656,73603608,30953,*,SE_228,SLC29A3,ENSG00000198246,HiC,HiC,1004,,MES
SE_229,chr10,73617591,73642137,24547,*,SE_229,ANAPC16,ENSG00000166295,correlation,correlation,838,,MES
SE_230,chr10,73731077,73777145,46069,*,SE_230,DDIT4,ENSG00000168209,correlation,correlation,1428,MES,MES
SE_231,chr10,74002464,74015060,12597,*,SE_231,DDIT4,ENSG00000168209,correlation,correlation,316,MES,MES
SE_232,chr10,76343463,76362983,19521,*,SE_232,KAT6B,ENSG00000156650,correlation,correlation,1001,MYCN,MYCN
SE_233,chr10,78665251,78756511,91261,*,SE_233,KCNMA1,ENSG00000156113,correlation,correlation,1657,,MNA-LR
SE_234,chr10,78974903,79013910,39008,*,SE_234,KCNMA1,ENSG00000156113,HiChIP|correlation|nearest,HiChIP,923,,MNA-LR
SE_235,chr10,79142834,79218223,75390,*,SE_235,KCNMA1,ENSG00000156113,correlation,correlation,1601,,MNA-LR
SE_236,chr10,79254099,79294133,40035,*,SE_236,KCNMA1,ENSG00000156113,correlation,correlation,1115,,MNA-HR
SE_237,chr10,79594063,79617886,23824,*,SE_237,DLG5,ENSG00000151208,correlation,correlation,1259,,MNA-LR
SE_238,chr10,79934845,79988714,53870,*,SE_238,RPS24,ENSG00000138326,correlation,correlation,1539,,MYCN
SE_239,chr10,80014922,80057221,42300,*,SE_239,POLR3A,ENSG00000148606,correlation,correlation,1609,,MYCN
SE_240,chr10,80109980,80146463,36484,*,SE_240,RPS24,ENSG00000138326,correlation,correlation,1273,,MNA-HR
SE_241,chr10,80180699,80237455,56757,*,SE_241,RPS24,ENSG00000138326,correlation,correlation,1743,,MYCN
SE_242,chr10,80468159,80541515,73357,*,SE_242,ZMIZ1,ENSG00000108175,correlation,correlation,1849,,MNA-HR
SE_243,chr10,80651928,80820971,169044,*,SE_243,PPIF,ENSG00000108179,correlation,correlation,1958,,MNA-HR
SE_244,chr10,80838643,80984245,145603,*,SE_244,PPIF,ENSG00000108179,correlation,correlation,1972,MNA-HR,MNA-HR
SE_245,chr10,81011587,81100988,89402,*,SE_245,PPIF,ENSG00000108179,correlation,correlation,1942,MES,MES
SE_246,chr10,81134575,81195985,61411,*,SE_246,ZCCHC24,ENSG00000165424,HiChIP|nearest,HiChIP,1388,,MES
SE_247,chr10,82221435,82236704,15270,*,SE_247,TSPAN14,ENSG00000108219,correlation,correlation,418,MES,MES
SE_248,chr10,82253739,82270162,16424,*,SE_248,TSPAN14,ENSG00000108219,HiC|correlation|nearest,HiC,289,MES,MES
SE_249,chr10,87968220,88029514,61295,*,SE_249,GRID1,ENSG00000182771,correlation,correlation,1457,,MYCN
SE_250,chr10,88404613,88452208,47596,*,SE_250,LDB3,ENSG00000122367,correlation,correlation,1178,,MNA-HR
SE_251,chr10,95180165,95235826,55662,*,SE_251,SLC35G1,ENSG00000176273,correlation,correlation,278,MES,MES
SE_252,chr10,97169142,97208170,39029,*,SE_252,PDLIM1,ENSG00000107438,correlation,correlation,441,,MES
SE_253,chr10,97543008,97558591,15584,*,SE_253,BLNK,ENSG00000095585,correlation,correlation,18,MES,MES
SE_254,chr10,98867419,98910103,42685,*,SE_254,RP11-175O19.4,ENSG00000231025,correlation,correlation,771,,MYCN
SE_255,chr10,102541009,102575824,34816,*,SE_255,RP11-108L7.15,ENSG00000273162,correlation,correlation,312,,MNA-HR
SE_256,chr10,104339053,104394821,55769,*,SE_256,LDB1,ENSG00000198728,HiChIP,HiChIP,1508,,MES
SE_257,chr10,104511643,104579867,68225,*,SE_257,NFKB2,ENSG00000077150,correlation,correlation,1137,MES,MES
SE_258,chr10,105260305,105273799,13495,*,SE_258,NEURL1,ENSG00000107954,correlation,correlation,880,MNA-LR,MNA-LR
SE_259,chr10,105459000,105524138,65139,*,SE_259,SH3PXD2A,ENSG00000107957,HiChIP|HiC|correlation|nearest,HiChIP,1811,,MNA-HR
SE_260,chr10,111720439,111752922,32484,*,SE_260,XPNPEP1,ENSG00000108039,correlation,correlation,1076,,MYCN
SE_261,chr10,111827782,111841964,14183,*,SE_261,ADD3,ENSG00000148700,correlation,correlation,87,MES,MES
SE_262,chr10,112136489,112174238,37750,*,SE_262,DUSP5,ENSG00000138166,correlation,correlation,324,,MES
SE_263,chr10,112524429,112565204,40776,*,SE_263,SMC3,ENSG00000108055,correlation,correlation,1502,,MYCN
SE_264,chr10,112617040,112625691,8652,*,SE_264,ADRA2A,ENSG00000150594,correlation,correlation,195,MES,MES
SE_265,chr10,114927907,114948987,21081,*,SE_265,TCF7L2,ENSG00000148737,correlation,correlation,507,,MNA-LR
SE_266,chr10,119015649,119039437,23789,*,SE_266,RP11-501J20.5,ENSG00000225936,correlation,correlation,576,MNA-LR,MNA-LR
SE_267,chr10,120361625,120403253,41629,*,SE_267,PRLHR,ENSG00000119973,correlation,correlation,468,,MYCN
SE_268,chr10,120423574,120433203,9630,*,SE_268,PRLHR,ENSG00000119973,correlation,correlation,250,MYCN,MYCN
SE_269,chr10,120976921,121025326,48406,*,SE_269,GRK5,ENSG00000198873,correlation,correlation,996,,MES
SE_270,chr10,121040677,121113290,72614,*,SE_270,GRK5,ENSG00000198873,correlation,correlation,1514,,MNA-HR
SE_271,chr10,121135610,121182955,47346,*,SE_271,GRK5,ENSG00000198873,correlation,correlation,1197,,MNA-HR
SE_272,chr10,122224663,122278597,53935,*,SE_272,C10orf85,ENSG00000177234,correlation,correlation,1082,,MYCN
SE_273,chr10,123887493,123909289,21797,*,SE_273,TACC2,ENSG00000138162,correlation,correlation,1028,,MYCN
SE_274,chr10,123931460,124008304,76845,*,SE_274,TACC2,ENSG00000138162,correlation,correlation,1480,,MYCN
SE_275,chr10,125103665,125118844,15180,*,SE_275,BUB3,ENSG00000154473,correlation,correlation,1090,MYCN,MYCN
SE_276,chr10,125920109,125993201,73093,*,SE_276,CHST15,ENSG00000182022,correlation,correlation,1725,,MNA-HR
SE_277,chr10,126295207,126425846,130640,*,SE_277,CHST15,ENSG00000182022,correlation,correlation,1937,MES,MES
SE_278,chr10,126686239,126747158,60920,*,SE_278,METTL10,ENSG00000203791,correlation,correlation,1899,MYCN,MYCN
SE_279,chr10,127729330,127760914,31585,*,SE_279,DHX32,ENSG00000089876,correlation,correlation,719,,MES
SE_280,chr10,127887269,127953692,66424,*,SE_280,DHX32,ENSG00000089876,correlation,correlation,578,,MES
SE_281,chr10,129711345,129744613,33269,*,SE_281,PTPRE,ENSG00000132334,correlation,correlation,190,MES,MES
SE_282,chr10,129759304,129790620,31317,*,SE_282,PTPRE,ENSG00000132334,correlation,correlation,188,MES,MES
SE_283,chr10,131642716,131685944,43229,*,SE_283,EBF3,ENSG00000108001,correlation,correlation,1440,,MYCN
SE_284,chr10,133004774,133069297,64524,*,SE_284,TCERG1L,ENSG00000176769,correlation,correlation,914,,MNA-HR
SE_285,chr10,134013363,134114658,101296,*,SE_285,INPP5A,ENSG00000068383,HiChIP|correlation,HiChIP,1757,,MNA-HR
SE_286,chr10,134242757,134283294,40538,*,SE_286,NKX6-2,ENSG00000148826,correlation,correlation,1339,MNA-HR,MNA-HR
SE_287,chr10,134510518,134590688,80171,*,SE_287,NKX6-2,ENSG00000148826,correlation,correlation,1567,,MNA-HR
SE_288,chr10,134786198,134821264,35067,*,SE_288,NKX6-2,ENSG00000148826,correlation,correlation,544,,MNA-HR
SE_289,chr11,1523325,1556937,33613,*,SE_289,MRPL23,ENSG00000214026,correlation,correlation,1455,MNA-HR,MNA-HR
SE_290,chr11,1792169,1805038,12870,*,SE_290,IFITM10,ENSG00000244242,correlation,correlation,29,MES,MES
SE_291,chr11,1887939,1904344,16406,*,SE_291,H19,ENSG00000130600,HiC|correlation,HiC,822,MNA-HR,MNA-HR
SE_292,chr11,1982501,2011371,28871,*,SE_292,IGF2-AS,ENSG00000099869,correlation,correlation,1842,MYCN,MYCN
SE_293,chr11,2198154,2230362,32209,*,SE_293,TSSC4,ENSG00000184281,HiChIP|correlation,HiChIP,1780,MNA-LR,MNA-LR
SE_294,chr11,2428393,2442690,14298,*,SE_294,TSPAN32,ENSG00000064201,HiC,HiC,1251,MNA-HR,MNA-HR
SE_295,chr11,2729481,2803415,73935,*,SE_295,CDKN1C,ENSG00000129757,correlation,correlation,1862,MNA-HR,MNA-HR
SE_296,chr11,2818696,2878575,59880,*,SE_296,CDKN1C,ENSG00000129757,correlation,correlation,1741,MNA-HR,MNA-HR
SE_297,chr11,8050557,8061936,11380,*,SE_297,RIC3,ENSG00000166405,correlation,correlation,548,MNA-LR,MNA-LR
SE_298,chr11,8076228,8096251,20024,*,SE_298,TUB,ENSG00000166402,HiChIP|correlation|nearest,HiChIP,1450,MNA-LR,MNA-LR
SE_299,chr11,8244498,8276031,31534,*,SE_299,LMO1,ENSG00000166407,correlation,correlation,1818,MNA-LR,MNA-LR
SE_300,chr11,8722114,8754931,32818,*,SE_300,RPL27A,ENSG00000166441,correlation,correlation,529,,MES
SE_301,chr11,10034219,10061546,27328,*,SE_301,SBF2-AS1,ENSG00000246273,correlation,correlation,714,,MYCN
SE_302,chr11,10368738,10437392,68655,*,SE_302,ZBED5-AS1,ENSG00000247271,correlation,correlation,1535,,MES
SE_303,chr11,11994813,12020573,25761,*,SE_303,DKK3,ENSG00000050165,correlation,correlation,1067,,MES
SE_304,chr11,12338487,12352959,14473,*,SE_304,PARVA,ENSG00000197702,nearest,nearest,322,MYCN,MYCN
SE_305,chr11,12429221,12449930,20710,*,SE_305,TEAD1,ENSG00000187079,HiChIP|correlation,HiChIP,836,,MYCN
SE_306,chr11,12461054,12505399,44346,*,SE_306,TEAD1,ENSG00000187079,correlation,correlation,1596,,MNA-LR
SE_307,chr11,12520729,12559403,38675,*,SE_307,TEAD1,ENSG00000187079,correlation,correlation,1331,,MYCN
SE_308,chr11,12708081,12768679,60599,*,SE_308,TEAD1,ENSG00000187079,correlation,correlation,1636,,MES
SE_309,chr11,12776312,12842774,66463,*,SE_309,TEAD1,ENSG00000187079,correlation,correlation,1788,,MYCN
SE_310,chr11,12851864,12869308,17445,*,SE_310,TEAD1,ENSG00000187079,nearest,nearest,626,MYCN,MYCN
SE_311,chr11,15600227,15663524,63298,*,SE_311,RP11-396O20.1,ENSG00000254695,correlation,correlation,1519,,MNA-LR
SE_312,chr11,15715969,15806563,90595,*,SE_312,SOX6,ENSG00000110693,correlation,correlation,1424,,MNA-LR
SE_313,chr11,15828688,15873208,44521,*,SE_313,C11orf58,ENSG00000110696,HiC,HiC,1089,,MNA-LR
SE_314,chr11,15901527,15947151,45625,*,SE_314,SOX6,ENSG00000110693,correlation,correlation,819,,MNA-LR
SE_315,chr11,35050635,35081450,30816,*,SE_315,RP4-607I7.1,ENSG00000255521,correlation,correlation,1167,MNA-LR,MNA-LR
SE_316,chr11,35098517,35138450,39934,*,SE_316,CD44,ENSG00000026508,correlation,correlation,757,,MNA-LR
SE_317,chr11,35170678,35216087,45410,*,SE_317,CD44,ENSG00000026508,correlation,correlation,1650,MNA-LR,MNA-LR
SE_318,chr11,40200068,40225382,25315,*,SE_318,LRRC4C,ENSG00000148948,correlation,correlation,438,,MNA-LR
SE_319,chr11,43756832,43771810,14979,*,SE_319,MIR670,ENSG00000211568,correlation,correlation,92,,MYCN
SE_320,chr11,43914146,43929968,15823,*,SE_320,C11orf96,ENSG00000187479,correlation,correlation,614,MYCN,MYCN
SE_321,chr11,43937669,43956712,19044,*,SE_321,C11orf96,ENSG00000187479,correlation,correlation,1604,MYCN,MYCN
SE_322,chr11,44018646,44059085,40440,*,SE_322,C11orf96,ENSG00000187479,correlation,correlation,1099,,MES
SE_323,chr11,44708793,44734607,25815,*,SE_323,TSPAN18,ENSG00000157570,HiChIP|correlation|nearest,HiChIP,1165,MNA-HR,MNA-HR
SE_324,chr11,44755277,44937562,182286,*,SE_324,TSPAN18,ENSG00000157570,HiChIP|correlation,HiChIP,1956,,MNA-HR
SE_325,chr11,45386625,45452156,65532,*,SE_325,RP11-495O11.1,ENSG00000255091,correlation,correlation,1809,MNA-LR,MNA-LR
SE_326,chr11,45480529,45553156,72628,*,SE_326,SYT13,ENSG00000019505,correlation,correlation,1201,,MNA-HR
SE_327,chr11,45570773,45640756,69984,*,SE_327,RP11-495O11.1,ENSG00000255091,correlation,correlation,1404,,MNA-LR
SE_328,chr11,45692745,45725546,32802,*,SE_328,RP11-495O11.1,ENSG00000255091,correlation,correlation,1101,,MNA-LR
SE_329,chr11,48009273,48126014,116742,*,SE_329,Y_RNA,ENSG00000252874,correlation,correlation,1066,,MES
SE_330,chr11,56910639,56938903,28265,*,SE_330,APLNR,ENSG00000134817,HiChIP|correlation,HiChIP,1383,,MNA-LR
SE_331,chr11,56963753,56981928,18176,*,SE_331,AP000781.1,ENSG00000266018,correlation,correlation,542,,MNA-LR
SE_332,chr11,60882347,60898444,16098,*,SE_332,DDB1,ENSG00000167986,correlation,correlation,959,MNA-HR,MNA-HR
SE_333,chr11,61240180,61269257,29078,*,SE_333,LRRC10B,ENSG00000204950,correlation,correlation,1389,MNA-HR,MNA-HR
SE_334,chr11,61283029,61317152,34124,*,SE_334,LRRC10B,ENSG00000204950,correlation,correlation,1503,MNA-HR,MNA-HR
SE_335,chr11,61329503,61340773,11271,*,SE_335,SYT7,ENSG00000011347,correlation,correlation,488,MNA-HR,MNA-HR
SE_336,chr11,61363002,61413462,50461,*,SE_336,LRRC10B,ENSG00000204950,correlation,correlation,1378,,MNA-HR
SE_337,chr11,61455877,61474620,18744,*,SE_337,LRRC10B,ENSG00000204950,correlation,correlation,1145,MNA-HR,MNA-HR
SE_338,chr11,61528430,61539733,11304,*,SE_338,VWCE,ENSG00000167992,correlation,correlation,1093,MNA-HR,MNA-HR
SE_339,chr11,62674261,62681851,7591,*,SE_339,C11orf83,ENSG00000204922,correlation,correlation,649,MNA-HR,MNA-HR
SE_340,chr11,62694629,62701844,7216,*,SE_340,C11orf83,ENSG00000204922,correlation,correlation,611,MNA-HR,MNA-HR
SE_341,chr11,62776437,62798217,21781,*,SE_341,TAF6L,ENSG00000162227,HiC|correlation,HiC,691,MNA-HR,MNA-HR
SE_342,chr11,63810655,63822644,11990,*,SE_342,RCOR2,ENSG00000167771,correlation,correlation,527,MNA-HR,MNA-HR
SE_343,chr11,63840422,63909377,68956,*,SE_343,RCOR2,ENSG00000167771,correlation,correlation,1876,MNA-HR,MNA-HR
SE_344,chr11,64420522,64445355,24834,*,SE_344,RP11-783K16.13,ENSG00000257086,correlation,correlation,866,,MNA-HR
SE_345,chr11,65846798,65854645,7848,*,SE_345,CCDC85B,ENSG00000175602,correlation,correlation,205,MYCN,MYCN
SE_346,chr11,68091845,68133276,41432,*,SE_346,LRP5,ENSG00000162337,correlation,correlation,1133,,MNA-HR
SE_347,chr11,68147913,68217796,69884,*,SE_347,GAL,ENSG00000069482,correlation,correlation,1616,,MYCN
SE_348,chr11,68824766,68912324,87559,*,SE_348,CCND1,ENSG00000110092,HiChIP,HiChIP,1872,MNA-HR,MNA-HR
SE_349,chr11,68927674,69088686,161013,*,SE_349,CCND1,ENSG00000110092,HiChIP|correlation,HiChIP,1961,MNA-HR,MNA-HR
SE_350,chr11,69181940,69361078,179139,*,SE_350,CCND1,ENSG00000110092,HiChIP|HiC|nearest,HiChIP,1941,MNA-HR,MNA-HR
SE_351,chr11,69694062,69724669,30608,*,SE_351,PPFIA1,ENSG00000131626,correlation,correlation,768,,MNA-HR
SE_352,chr11,69944208,69957402,13195,*,SE_352,CTTN,ENSG00000085733,correlation,correlation,422,MNA-HR,MNA-HR
SE_353,chr11,70324991,70356638,31648,*,SE_353,SHANK2,ENSG00000162105,correlation,correlation,1304,,MNA-HR
SE_354,chr11,70369931,70500778,130848,*,SE_354,SHANK2,ENSG00000162105,correlation,correlation,1892,,MNA-HR
SE_355,chr11,70651322,70715769,64448,*,SE_355,AP000487.5,ENSG00000246889,correlation,correlation,1238,,MNA-HR
SE_356,chr11,72024849,72054030,29182,*,SE_356,PHOX2A,ENSG00000165462,correlation,correlation,1865,MNA-LR,MNA-LR
SE_357,chr11,72058045,72081736,23692,*,SE_357,ANAPC15,ENSG00000110200,correlation,correlation,1816,MYCN,MYCN
SE_358,chr11,72098018,72139553,41536,*,SE_358,PHOX2A,ENSG00000165462,correlation,correlation,1710,,MYCN
SE_359,chr11,72312880,72345968,33089,*,SE_359,STARD10,ENSG00000214530,correlation,correlation,1674,MNA-HR,MNA-HR
SE_360,chr11,73032095,73040233,8139,*,SE_360,MRPL48,ENSG00000175581,correlation,correlation,539,MES,MES
SE_361,chr11,74853781,74916802,63022,*,SE_361,TPBGL,ENSG00000261594,HiC|correlation,HiC,1087,,MES
SE_362,chr11,75000432,75055383,54952,*,SE_362,RPS3,ENSG00000149273,correlation,correlation,1527,,MES
SE_363,chr11,75166382,75199657,33276,*,SE_363,GDPD5,ENSG00000158555,correlation,correlation,1324,,MNA-LR
SE_364,chr11,75207140,75230395,23256,*,SE_364,GDPD5,ENSG00000158555,correlation,correlation,731,,MNA-LR
SE_365,chr11,75334386,75351604,17219,*,SE_365,RPS3,ENSG00000149273,correlation,correlation,1053,MYCN,MYCN
SE_366,chr11,75861249,75898370,37122,*,SE_366,RP11-111M22.4,ENSG00000272301,correlation,correlation,1332,,MNA-HR
SE_367,chr11,76287926,76341854,53929,*,SE_367,TSKU,ENSG00000182704,correlation,correlation,1312,,MES
SE_368,chr11,76784294,76824137,39844,*,SE_368,CAPN5,ENSG00000149260,correlation,correlation,1196,,MES
SE_369,chr11,78136949,78144691,7743,*,SE_369,GAB2,ENSG00000033327,correlation,correlation,356,MYCN,MYCN
SE_370,chr11,78440501,78474712,34212,*,SE_370,TENM4,ENSG00000149256,correlation,correlation,288,MYCN,MYCN
SE_371,chr11,78494680,78605372,110693,*,SE_371,TENM4,ENSG00000149256,correlation,correlation,1463,,MYCN
SE_372,chr11,78621104,78667555,46452,*,SE_372,TENM4,ENSG00000149256,correlation,correlation,1223,MYCN,MYCN
SE_373,chr11,78687948,78701585,13638,*,SE_373,TENM4,ENSG00000149256,correlation,correlation,448,MYCN,MYCN
SE_374,chr11,78755515,78772590,17076,*,SE_374,TENM4,ENSG00000149256,correlation,correlation,425,MYCN,MYCN
SE_375,chr11,83569175,83586220,17046,*,SE_375,DLG2,ENSG00000150672,correlation,correlation,889,MYCN,MYCN
SE_376,chr11,85847136,85888757,41622,*,SE_376,TMEM126A,ENSG00000171202,correlation,correlation,59,,MES
SE_377,chr11,86448016,86461276,13261,*,SE_377,ME3,ENSG00000151376,HiChIP,HiChIP,98,MES,MES
SE_378,chr11,95230779,95278752,47974,*,SE_378,SESN3,ENSG00000149212,correlation,correlation,1043,,MNA-LR
SE_379,chr11,95870022,95969193,99172,*,SE_379,JRKL,ENSG00000183340,correlation,correlation,934,,MES
SE_380,chr11,95986574,96006309,19736,*,SE_380,MAML2,ENSG00000184384,correlation,correlation,57,,MES
SE_381,chr11,96026316,96066364,40049,*,SE_381,JRKL,ENSG00000183340,correlation,correlation,142,,MES
SE_382,chr11,112584950,112650041,65092,*,SE_382,NCAM1,ENSG00000149294,correlation,correlation,1356,,MNA-LR
SE_383,chr11,112662880,112698020,35141,*,SE_383,NCAM1,ENSG00000149294,correlation,correlation,810,,MNA-LR
SE_384,chr11,112866230,112891162,24933,*,SE_384,RP11-629G13.1,ENSG00000247416,correlation,correlation,642,,MYCN
SE_385,chr11,112981318,113075682,94365,*,SE_385,RP11-629G13.1,ENSG00000247416,correlation,correlation,1880,MYCN,MYCN
SE_386,chr11,114014683,114065378,50696,*,SE_386,ZBTB16,ENSG00000109906,correlation,correlation,1571,,MES
SE_387,chr11,114968049,115039010,70962,*,SE_387,AP000462.3,ENSG00000256972,correlation,correlation,1040,,MYCN
SE_388,chr11,115419349,115494272,74924,*,SE_388,CADM1,ENSG00000182985,correlation,correlation,1393,,MNA-LR
SE_389,chr11,115522761,115624350,101590,*,SE_389,CADM1,ENSG00000182985,correlation,correlation,1769,,MYCN
SE_390,chr11,115923279,115949910,26632,*,SE_390,AP000462.3,ENSG00000256972,HiChIP,HiChIP,900,MYCN,MYCN
SE_391,chr11,116199307,116310569,111263,*,SE_391,AP006216.10,ENSG00000226645,correlation,correlation,1787,,MYCN
SE_392,chr11,116325695,116359712,34018,*,SE_392,AP006216.11,ENSG00000231611,correlation,correlation,603,,MYCN
SE_393,chr11,117319896,117512850,192955,*,SE_393,DSCAML1,ENSG00000177103,correlation,correlation,1893,,MYCN
SE_394,chr11,117550185,117620563,70379,*,SE_394,DSCAML1,ENSG00000177103,correlation,correlation,1085,,MYCN
SE_395,chr11,117868617,117884928,16312,*,SE_395,AMICA1,ENSG00000160593,correlation,correlation,73,MES,MES
SE_396,chr11,119302029,119412472,110444,*,SE_396,C2CD2L,ENSG00000172375,correlation,correlation,1637,,MYCN
SE_397,chr11,119530249,119589530,59282,*,SE_397,RNF26,ENSG00000173456,correlation,correlation,1821,MYCN,MYCN
SE_398,chr11,119618967,119688849,69883,*,SE_398,CTD-2523D13.2,ENSG00000254854,HiChIP|correlation|nearest,HiChIP,1648,,MNA-LR
SE_399,chr11,119698802,119809827,111026,*,SE_399,PVRL1,ENSG00000110400,correlation,correlation,1855,,MNA-LR
SE_400,chr11,119841942,119911450,69509,*,SE_400,PVRL1,ENSG00000110400,correlation,correlation,1516,,MYCN
SE_401,chr11,119926942,119944127,17186,*,SE_401,PVRL1,ENSG00000110400,HiChIP|correlation,HiChIP,556,,MNA-LR
SE_402,chr11,119957938,119983963,26026,*,SE_402,PVRL1,ENSG00000110400,correlation,correlation,778,,MNA-LR
SE_403,chr11,121329877,121360557,30681,*,SE_403,SORL1,ENSG00000137642,correlation,correlation,1220,,MNA-LR
SE_404,chr11,121539971,121544915,4945,*,SE_404,RP11-166D19.1,ENSG00000255248,correlation,correlation,344,MYCN,MYCN
SE_405,chr11,122035509,122086333,50825,*,SE_405,RP11-166D19.1,ENSG00000255248,correlation,correlation,76,,MES
SE_406,chr11,125968011,125989014,21004,*,SE_406,CHEK1,ENSG00000149554,correlation,correlation,1434,MYCN,MYCN
SE_407,chr11,126292421,126390748,98328,*,SE_407,DCPS,ENSG00000110063,HiC|correlation,HiC,1696,,MYCN
SE_408,chr11,126448935,126478675,29741,*,SE_408,RP11-712L6.5,ENSG00000255062,correlation,correlation,564,,MES
SE_409,chr11,126571814,126653220,81407,*,SE_409,KIRREL3,ENSG00000149571,HiC|correlation|nearest,HiC,999,,MNA-LR
SE_410,chr11,126724930,126762336,37407,*,SE_410,KIRREL3,ENSG00000149571,correlation,correlation,767,,MNA-LR
SE_411,chr11,128160132,128195164,35033,*,SE_411,FLI1,ENSG00000151702,correlation,correlation,387,,MES
SE_412,chr11,128318089,128372342,54254,*,SE_412,ETS1,ENSG00000134954,correlation,correlation,872,MES,MES
SE_413,chr11,131917979,131958283,40305,*,SE_413,NTM,ENSG00000182667,nearest,nearest,7,,MES
SE_414,chr11,131973811,131997844,24034,*,SE_414,NTM,ENSG00000182667,correlation,correlation,31,,MES
SE_415,chr12,237881,265284,27404,*,SE_415,IQSEC3,ENSG00000120645,correlation,correlation,643,,MNA-HR
SE_416,chr12,1938216,1955924,17709,*,SE_416,WNT5B,ENSG00000111186,correlation,correlation,409,MNA-HR,MNA-HR
SE_417,chr12,2509915,2577108,67194,*,SE_417,CACNA1C,ENSG00000151067,correlation,correlation,1513,,MYCN
SE_418,chr12,3194701,3247357,52657,*,SE_418,RP11-253E3.1,ENSG00000234589,HiChIP|correlation,HiChIP,1531,,MES
SE_419,chr12,3261429,3282502,21074,*,SE_419,RP11-253E3.3,ENSG00000250899,correlation,correlation,372,,MNA-HR
SE_420,chr12,3316282,3459859,143578,*,SE_420,RP11-253E3.1,ENSG00000234589,correlation,correlation,1838,,MNA-HR
SE_421,chr12,6165727,6203988,38262,*,SE_421,RP5-940J5.8,ENSG00000245667,correlation,correlation,1748,MNA-LR,MNA-LR
SE_422,chr12,6264037,6303564,39528,*,SE_422,ACRBP,ENSG00000111644,correlation,correlation,1478,,MES
SE_423,chr12,6320453,6353940,33488,*,SE_423,CD9,ENSG00000010278,correlation,correlation,1530,,MES
