SE_id,chrom,chromstart,chromend,overlapping_samples,sample_ids,limma_pval,limma_fdr,signature_genes_within_500k,signature_genes_fantom5_enhancer,neural_crest_SE_overlap
chr2:12453050,chr2,12434400,12471700,2,",700ADRN,SH-EP2",0.038755218,0.109171477,,,
chr2:126333675,chr2,126321150,126346200,2,",691ADRN,700ADRN",0.767323205,0.853579407,,,
chr2:127835475,chr2,127802700,127868250,2,",700MES,717MES",0.018281063,0.066923186,,,ncc
chr2:129153150,chr2,129119100,129187200,2,",691ADRN,700ADRN",0.573394537,0.7130903,,,ncc
chr2:13084125,chr2,13054650,13113600,2,",691MES,700ADRN",0.392855827,0.550064351,,,
chr2:134472075,chr2,134464050,134480100,2,",691ADRN,711ADRN",0.780078288,0.86088321,,,
chr2:135105675,chr2,135077700,135133650,3,",691ADRN,753ADRN,SH-SY5Y",0.169578237,0.308158153,,,
chr2:135270750,chr2,135247200,135294300,2,",691ADRN,753ADRN",0.022896098,0.077944284,,,
chr2:144445050,chr2,144432600,144457500,3,",691ADRN,700ADRN,SH-SY5Y",0.046480845,0.125611649,,,
chr2:145193200,chr2,145182100,145204300,2,",711ADRN,753ADRN",0.102922402,0.218463642,,,
chr2:150586350,chr2,150564000,150608700,2,",717MES,SH-EP2",0.000240428,0.005473846,,,
chr2:159928650,chr2,159898500,159958800,3,",691ADRN,700ADRN,SH-SY5Y",0.778230295,0.859414452,,,
chr2:159980325,chr2,159961950,159998700,2,",700ADRN,SH-EP2",0.413748372,0.568775678,,,
chr2:161177150,chr2,161143100,161211200,3,",711ADRN,753ADRN,SH-EP2",0.954953765,0.976697327,",RBMS1:MES:6282",,
chr2:161336150,chr2,161315700,161356600,5,",700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.419745375,0.572756004,",RBMS1:MES:6282",",RBMS1:MES",
chr2:16373625,chr2,16358700,16388550,2,",753ADRN,SH-SY5Y",0.084667039,0.191973559,,,
chr2:17028375,chr2,16988700,17068050,2,",691ADRN,700ADRN",0.594609857,0.723887934,,,
chr2:17128350,chr2,17098050,17158650,3,",691ADRN,700ADRN,SH-SY5Y",0.663440962,0.77378167,,,
chr2:1717050,chr2,1677600,1756500,4,",691ADRN,717MES,SH-EP2,SH-SY5Y",0.879552374,0.92848118,",PXDN:MES:8181",",PXDN:MES",
chr2:17205600,chr2,17167950,17243250,4,",691ADRN,700MES,700ADRN,SH-SY5Y",0.310795001,0.47302316,,,
chr2:17293575,chr2,17252550,17334600,3,",691ADRN,700ADRN,SH-SY5Y",0.765406106,0.852518952,,,
chr2:173681250,chr2,173670200,173692300,2,",711ADRN,753ADRN",0.000469052,0.007602361,",PDK1:ADRN:249504",,
chr2:176750100,chr2,176741550,176758650,2,",700ADRN,SH-SY5Y",0.030617147,0.094940808,,,
chr2:177433400,chr2,177399700,177467100,3,",700ADRN,711ADRN,753ADRN",0.786297449,0.864303148,,,
chr2:178401200,chr2,178378000,178424400,3,",691MES,700MES,717MES",0.35947428,0.519176589,,,
chr2:178475400,chr2,178458450,178492350,2,",700MES,711ADRN",0.373654367,0.530630246,,,
chr2:179128925,chr2,179106250,179151600,2,",700MES,SH-SY5Y",0.057321392,0.146077785,,,
chr2:180457525,chr2,180426450,180488600,2,",691MES,SH-EP2",0.001997069,0.018392129,,,
chr2:188850525,chr2,188838450,188862600,3,",691ADRN,753ADRN,SH-SY5Y",0.512254517,0.658443161,",TFPI:MES:419231",,
chr2:189844100,chr2,189832950,189855250,4,",691MES,700MES,SH-EP2,SH-SY5Y",0.02285989,0.077944284,",COL3A1:MES:6148,COL5A2:MES:189355",,
chr2:191324700,chr2,191303550,191345850,3,",691MES,700ADRN,SH-SY5Y",0.59834586,0.724818382,,,
chr2:192345450,chr2,192334800,192356100,3,",691ADRN,700ADRN,SH-SY5Y",0.0980981,0.21091726,",STAT1:MES:455824",,
chr2:196336050,chr2,196301700,196370400,3,",691MES,700MES,717MES",0.001147528,0.012886426,,,
chr2:197255700,chr2,197221500,197289900,2,",700MES,717MES",0.000245208,0.005507236,,,
chr2:198019800,chr2,197936400,198103200,7,",691MES,691ADRN,700MES,711ADRN,717MES,753ADRN,SH-SY5Y",0.77594845,0.857715228,,,
chr2:198128250,chr2,198103800,198152700,4,",691ADRN,717MES,753ADRN,SH-SY5Y",0.312687074,0.474599011,,,
chr2:202562875,chr2,202545750,202580000,2,",700MES,SH-EP2",0.119778315,0.242625668,",FZD7:MES:207909",,
chr2:202674850,chr2,202658300,202691400,3,",691ADRN,753ADRN,SH-EP2",0.076010089,0.178682839,",FZD7:MES:207909",,
chr2:205052350,chr2,205033000,205071700,2,",700MES,753ADRN",0.592792691,0.722344819,,,
chr2:205095150,chr2,205086500,205103800,2,",700MES,753ADRN",0.707791438,0.810157968,,,
chr2:205746150,chr2,205734000,205758300,2,",691MES,691ADRN",0.991110486,0.995302494,,,
chr2:205835300,chr2,205827300,205843300,3,",691MES,691ADRN,753ADRN",0.740258781,0.833618881,,,
chr2:206593875,chr2,206532450,206655300,4,",691ADRN,700ADRN,717MES,SH-EP2",0.36602506,0.524263671,,,
chr2:207849975,chr2,207840450,207859500,4,",700MES,700ADRN,753ADRN,SH-SY5Y",0.007308001,0.039165558,",KLF7:ADRN:6330",,
chr2:207969150,chr2,207900000,208038300,8,",691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.026078397,0.085151858,",KLF7:ADRN:6330",",KLF7:ADRN",
chr2:20805225,chr2,20757750,20852700,4,",700MES,717MES,SH-EP2,SH-SY5Y",0.066058723,0.160511107,,,ncc
chr2:208150050,chr2,208075350,208224750,8,",691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.815872775,0.887421827,",KLF7:ADRN:6330",",KLF7:ADRN",
chr2:208299375,chr2,208251500,208347250,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.580082337,0.717276542,",KLF7:ADRN:6330",,
chr2:21505350,chr2,21477900,21532800,3,",691ADRN,753ADRN,SH-SY5Y",0.013963343,0.05714671,,,
chr2:217410050,chr2,217380600,217439500,2,",700MES,717MES",0.006653477,0.037107646,",IGFBP5:MES:22828",,
chr2:217471875,chr2,217452750,217491000,3,",691MES,691ADRN,700MES",0.054936947,0.141558458,",IGFBP5:MES:22828",,
chr2:217538850,chr2,217494600,217583100,5,",691MES,700MES,711ADRN,717MES,753ADRN",0.064709582,0.158624373,",IGFBP5:MES:22828",,ncc
chr2:218118250,chr2,218106250,218130250,2,",691MES,700MES",0.029780746,0.093564461,,,
chr2:218797150,chr2,218781300,218813000,2,",753ADRN,SH-EP2",0.030157353,0.094036623,",TNS1:MES:4204",",TNS1:MES",ncc
chr2:218876100,chr2,218850000,218902200,5,",691MES,700MES,717MES,SH-EP2,SH-SY5Y",0.029684908,0.093439994,",TNS1:MES:4204",,ncc
chr2:2189475,chr2,2173650,2205300,3,",691ADRN,711ADRN,753ADRN",0.000225653,0.005208832,",PXDN:MES:8181",,
chr2:220321150,chr2,220314100,220328200,2,",691MES,SH-EP2",0.342682152,0.503211179,",FEV:ADRN:463721",,
chr2:220376800,chr2,220357700,220395900,6,",691MES,691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.334213847,0.495949477,,,ncc
chr2:223193775,chr2,223181550,223206000,2,",711ADRN,753ADRN",0.215687704,0.362712085,,,
chr2:223911300,chr2,223891800,223930800,3,",691MES,700MES,717MES",0.004351998,0.028274757,,,
chr2:224350950,chr2,224321400,224380500,2,",700ADRN,SH-SY5Y",0.304321059,0.468286713,",SCG2:ADRN:13183",,
chr2:224417175,chr2,224398500,224435850,2,",700ADRN,SH-SY5Y",0.213200036,0.36010006,",SCG2:ADRN:13183,SERPINE2:MES:415795",,
chr2:224462100,chr2,224443800,224480400,3,",700ADRN,753ADRN,SH-SY5Y",0.252359483,0.405630039,",SCG2:ADRN:13183,SERPINE2:MES:415795",",SCG2:ADRN",
chr2:234898250,chr2,234882000,234914500,2,",700MES,753ADRN",0.030456787,0.094792471,,,
chr2:235245375,chr2,235237500,235253250,3,",700ADRN,711ADRN,753ADRN",0.186066312,0.328631467,,,
chr2:235890775,chr2,235859750,235921800,2,",700MES,SH-EP2",0.639553106,0.756425546,,,ncc
chr2:236134325,chr2,236119600,236149050,3,",700ADRN,753ADRN,SH-SY5Y",0.065483975,0.159581182,,,
chr2:236562175,chr2,236536350,236588000,2,",700MES,700ADRN",0.440923593,0.593372479,,,
chr2:23750100,chr2,23698800,23801400,2,",700ADRN,717MES",0.605180751,0.728848122,",FKBP1B:ADRN:471183",,ncc
chr2:238211250,chr2,238184400,238238100,3,",691MES,717MES,SH-EP2",0.010907439,0.049939846,",COL6A3:MES:11100",",COL6A3:MES",
chr2:238348925,chr2,238311750,238386100,3,",691MES,700MES,SH-EP2",0.00026335,0.005684252,",COL6A3:MES:11100",",COL6A3:MES",
chr2:238622575,chr2,238599500,238645650,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-EP2",0.424770873,0.578663271,",COL6A3:MES:11100",,
chr2:238789125,chr2,238765800,238812450,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-EP2",0.057393979,0.146077785,",COL6A3:MES:11100,HES6:ADRN:178185",,
chr2:239340025,chr2,239326950,239353100,2,",691MES,SH-EP2",0.002523528,0.020359725,",HES6:ADRN:178185",,
chr2:240181575,chr2,240139050,240224100,2,",700ADRN,SH-SY5Y",0.079594762,0.185275203,,,ncc
chr2:25508625,chr2,25468500,25548750,2,",700MES,SH-SY5Y",0.753720072,0.84391069,,,ncc
chr2:28008450,chr2,27974000,28042900,2,",700ADRN,SH-EP2",0.919556693,0.951712619,",ZNF512:ADRN:168165",",ZNF512:ADRN",
chr2:28110375,chr2,28102050,28118700,2,",700ADRN,SH-EP2",0.617183672,0.740447083,",ZNF512:ADRN:168165",,
chr2:2848125,chr2,2830650,2865600,2,",691ADRN,SH-SY5Y",0.00063076,0.008701175,,,
chr2:28651575,chr2,28560450,28742700,2,",711ADRN,SH-EP2",0.837290971,0.903205084,,,ncc
chr2:2908575,chr2,2890350,2926800,2,",691ADRN,SH-SY5Y",0.000645833,0.008701175,,,
chr2:29504850,chr2,29410650,29599050,5,",691ADRN,700MES,711ADRN,753ADRN,SH-SY5Y",0.045214966,0.123238498,,,
chr2:29663775,chr2,29636850,29690700,2,",753ADRN,SH-SY5Y",0.024331177,0.080671833,",ALK:ADRN:254427",",ALK:ADRN",
chr2:29792925,chr2,29695800,29890050,3,",691ADRN,753ADRN,SH-SY5Y",0.013994411,0.05714671,",ALK:ADRN:254427",",ALK:ADRN",
chr2:3118200,chr2,3093750,3142650,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.002824035,0.022035428,,,
chr2:31219000,chr2,31201900,31236100,2,",691MES,753ADRN",0.924768973,0.953452874,,,
chr2:3296400,chr2,3280200,3312600,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.008374063,0.042174828,,,
chr2:3638325,chr2,3615450,3661200,3,",691ADRN,711ADRN,717MES",0.645747858,0.759631654,,,
chr2:37788250,chr2,37757100,37819400,5,",691ADRN,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.054600631,0.140976206,",CDC42EP3:ADRN:6372",",CDC42EP3:ADRN",
chr2:37878375,chr2,37850700,37906050,5,",691ADRN,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.075485955,0.177954124,",CDC42EP3:ADRN:6372",",CDC42EP3:ADRN",
chr2:38088900,chr2,38071500,38106300,2,",691ADRN,SH-SY5Y",0.438982489,0.591718489,",CDC42EP3:ADRN:6372",,
chr2:38334525,chr2,38313300,38355750,3,",691MES,691ADRN,700ADRN",0.956532103,0.977709936,",CDC42EP3:ADRN:6372",",CDC42EP3:ADRN",
chr2:38445525,chr2,38437350,38453700,2,",691ADRN,700ADRN",0.782531256,0.862444925,,,
chr2:42110025,chr2,42092100,42127950,2,",691MES,SH-SY5Y",0.631121814,0.749767302,",EML4:ADRN:9177",,
chr2:42174150,chr2,42147000,42201300,4,",691MES,717MES,753ADRN,SH-SY5Y",0.941258145,0.967452713,",EML4:ADRN:9177",,
chr2:42252600,chr2,42214800,42290400,3,",691MES,717MES,SH-SY5Y",0.722356159,0.821995979,",EML4:ADRN:9177",,ncc
chr2:42358200,chr2,42329100,42387300,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.586942412,0.719762671,",EML4:ADRN:9177",",EML4:ADRN",
chr2:43165425,chr2,43120350,43210500,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.035553019,0.102585273,,,ncc
chr2:43280500,chr2,43243200,43317800,4,",691MES,700MES,717MES,SH-EP2",0.001977666,0.018392129,,,ncc
chr2:43457625,chr2,43404900,43510350,7,",691MES,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.683216018,0.790191386,",PLEKHH2:MES:105538",,ncc
chr2:43556700,chr2,43514100,43599300,6,",691MES,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.618133714,0.740447083,",PLEKHH2:MES:105538",,
chr2:43664550,chr2,43601400,43727700,4,",700MES,700ADRN,753ADRN,SH-SY5Y",0.56805128,0.707805283,",PLEKHH2:MES:105538",,
chr2:43745775,chr2,43732650,43758900,2,",711ADRN,SH-SY5Y",0.669128697,0.777143183,",PLEKHH2:MES:105538",,
chr2:44786925,chr2,44766600,44807250,3,",691ADRN,SH-EP2,SH-SY5Y",0.022675666,0.077865615,",SIX3:ADRN:160636",,
chr2:44921700,chr2,44890350,44953050,4,",691ADRN,700ADRN,711ADRN,SH-SY5Y",1.39E-05,0.001334454,",SIX3:ADRN:160636",,
chr2:44998725,chr2,44989050,45008400,2,",691ADRN,SH-SY5Y",1.43E-05,0.001334454,",SIX3:ADRN:160636",,
chr2:45405300,chr2,45387600,45423000,2,",717MES,SH-EP2",0.082638427,0.188143926,",SIX3:ADRN:160636",,
chr2:45512400,chr2,45475800,45549000,2,",717MES,SH-EP2",0.050919521,0.134544107,",SIX3:ADRN:160636",,
chr2:46007925,chr2,45959100,46056750,5,",691MES,691ADRN,700ADRN,753ADRN,SH-SY5Y",0.09890664,0.212106884,,,
chr2:46100325,chr2,46059450,46141200,3,",691ADRN,700ADRN,717MES",0.104540941,0.221333814,,,
chr2:46554000,chr2,46523250,46584750,7,",691MES,691ADRN,700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.107233303,0.224830571,,,
chr2:47090750,chr2,47062300,47119200,2,",717MES,SH-EP2",0.008715107,0.042805647,,,
chr2:47273475,chr2,47210250,47336700,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.284609575,0.444568715,,,ncc
chr2:47498100,chr2,47441700,47554500,4,",691MES,691ADRN,700ADRN,SH-SY5Y",0.270005218,0.428195297,",MSH6:ADRN:455720",,
chr2:50366875,chr2,50342500,50391250,2,",691MES,700MES",0.705557607,0.809273115,,,
chr2:55027225,chr2,54979950,55074500,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.117214236,0.23961877,",EML6:ADRN:27802",,
chr2:55356450,chr2,55310100,55402800,4,",700ADRN,717MES,SH-EP2,SH-SY5Y",0.031436282,0.095875502,",EML6:ADRN:27802",,
chr2:6126525,chr2,6115350,6137700,2,",691ADRN,711ADRN",0.0050335,0.031099171,",SOX11:ADRN:282552",,
chr2:62703450,chr2,62681400,62725500,2,",691MES,717MES",0.014417527,0.057970231,,,
chr2:65595375,chr2,65572350,65618400,3,",691MES,700ADRN,717MES",0.583541559,0.718404497,,,
chr2:66801700,chr2,66788000,66815400,2,",691ADRN,753ADRN",0.365059314,0.523945233,,,
chr2:67441275,chr2,67432500,67450050,2,",691ADRN,753ADRN",0.752002944,0.842770662,,,
chr2:67545500,chr2,67535200,67555800,2,",691ADRN,753ADRN",0.430835389,0.585006876,,,
chr2:67626975,chr2,67613100,67640850,2,",691ADRN,SH-EP2",0.286721731,0.447447434,,,
chr2:68000325,chr2,67973700,68026950,3,",691ADRN,700ADRN,753ADRN",0.391272011,0.549699139,,,
chr2:68107950,chr2,68048400,68167500,3,",717MES,753ADRN,SH-EP2",0.917572206,0.951344358,,,
chr2:68274000,chr2,68253000,68295000,4,",700MES,753ADRN,SH-EP2,SH-SY5Y",0.204998217,0.349801886,,,
chr2:69389875,chr2,69358700,69421050,3,",691MES,SH-EP2,SH-SY5Y",0.061279946,0.152238072,",ANTXR1:MES:118425",",ANTXR1:MES",
chr2:7184100,chr2,7144050,7224150,6,",691MES,691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.168725432,0.307817418,",RNF144A:ADRN:86528",",RNF144A:ADRN",
chr2:74794350,chr2,74770500,74818200,2,",717MES,SH-EP2",0.116772904,0.239600699,",HK2:ADRN:241581,MOB1A:MES:364505",,
chr2:75781350,chr2,75762600,75800100,2,",691MES,717MES",3.30E-05,0.001741687,",EVA1A:MES:3252",,
chr2:76907775,chr2,76886250,76929300,2,",753ADRN,SH-SY5Y",0.038893478,0.109375566,,,
chr2:85665550,chr2,85653500,85677600,3,",700MES,711ADRN,753ADRN",0.574076307,0.7130903,,,ncc
chr2:85997250,chr2,85951800,86042700,3,",691MES,717MES,SH-EP2",0.010015264,0.047020814,,,ncc
chr2:87855625,chr2,87719750,87991500,7,",691MES,700MES,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.974491391,0.988166377,,,ncc
chr2:9387075,chr2,9362400,9411750,3,",753ADRN,SH-EP2,SH-SY5Y",0.851122333,0.911446726,",KIDINS220:ADRN:384645",,
chr2:96820050,chr2,96795900,96844200,3,",691MES,700MES,717MES",0.024767661,0.081537105,,,
chr2:97553025,chr2,97519800,97586250,2,",700MES,717MES",0.030050414,0.094036623,,,ncc
chr3:102434925,chr3,102419550,102450300,4,",691MES,691ADRN,753ADRN,SH-SY5Y",0.92370683,0.953393968,,,
chr3:103621650,chr3,103603800,103639500,3,",691ADRN,753ADRN,SH-SY5Y",0.000211202,0.004943903,,,
chr3:106058400,chr3,106045050,106071750,2,",691ADRN,700ADRN",0.21797986,0.364836382,",CBLB:MES:457163",,
chr3:106100550,chr3,106073100,106128000,3,",691ADRN,700MES,700ADRN",0.227253435,0.375442554,",CBLB:MES:457163",,
chr3:108233625,chr3,108181500,108285750,2,",753ADRN,SH-SY5Y",0.225495159,0.373279836,,,
chr3:111577300,chr3,111563100,111591500,2,",700MES,SH-EP2",1.16E-05,0.001334454,",CD200:ADRN:294585,PHLDB2:MES:12933,TAGLN3:ADRN:126085",",PHLDB2:MES",
chr3:112383400,chr3,112346500,112420300,3,",691MES,700MES,SH-EP2",0.014428987,0.057970231,",CCDC80:MES:13490,CD200:ADRN:294585",",CCDC80:MES",
chr3:112882050,chr3,112857900,112906200,3,",691MES,717MES,SH-SY5Y",0.035065433,0.101885927,",BOC:MES:8211,CCDC80:MES:13490",",BOC:MES",
chr3:112973175,chr3,112922100,113024250,3,",700MES,717MES,SH-SY5Y",0.095789607,0.207114628,",BOC:MES:8211",,ncc
chr3:114115875,chr3,114093900,114137850,2,",691MES,717MES",0.852099719,0.911905817,,,
chr3:115108850,chr3,115089900,115127800,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.007328814,0.039165558,",GAP43:ADRN:49250",,
chr3:115235975,chr3,115227400,115244550,2,",753ADRN,SH-SY5Y",0.475693378,0.624488463,",GAP43:ADRN:49250",,
chr3:115419450,chr3,115391400,115447500,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.107392443,0.224830571,",GAP43:ADRN:49250",,
chr3:115512850,chr3,115497600,115528100,3,",691ADRN,711ADRN,SH-EP2",0.151655575,0.288388519,",GAP43:ADRN:49250",,
chr3:119050875,chr3,119028750,119073000,2,",700MES,SH-SY5Y",0.133733802,0.261488916,,,
chr3:119368850,chr3,119335950,119401750,4,",700MES,700ADRN,711ADRN,SH-SY5Y",0.406057549,0.562858754,,,
chr3:120150150,chr3,120128100,120172200,3,",691MES,717MES,SH-EP2",0.006201845,0.035420847,",FSTL1:MES:2282",,
chr3:122658450,chr3,122647500,122669400,3,",691MES,700ADRN,SH-SY5Y",0.71847405,0.819001284,,,
chr3:122701350,chr3,122670750,122731950,2,",700ADRN,SH-SY5Y",0.731369941,0.826895811,,,
chr3:122754525,chr3,122734200,122774850,2,",700ADRN,SH-SY5Y",0.765830803,0.852518952,,,
chr3:122804925,chr3,122784450,122825400,2,",700ADRN,SH-SY5Y",0.889583818,0.934123843,,,ncc
chr3:123475450,chr3,123430400,123520500,3,",700ADRN,SH-EP2,SH-SY5Y",0.16437522,0.303041641,,,ncc
chr3:123877500,chr3,123855300,123899700,2,",691MES,SH-SY5Y",0.903275239,0.941113765,,,
chr3:123984675,chr3,123945000,124024350,2,",753ADRN,SH-SY5Y",0.700457038,0.805089624,,,
chr3:124106850,chr3,124061850,124151850,2,",753ADRN,SH-SY5Y",0.132889895,0.261067382,,,
chr3:124859850,chr3,124821300,124898400,2,",717MES,SH-EP2",0.056654663,0.145308718,,,
chr3:126877150,chr3,126850050,126904250,4,",691ADRN,700MES,700ADRN,711ADRN",0.050690126,0.134151258,",MCM2:ADRN:412949",,
chr3:127994775,chr3,127981200,128008350,2,",753ADRN,SH-SY5Y",0.872044937,0.924856621,",GATA2:ADRN:50964",,
chr3:128055050,chr3,128032900,128077200,2,",700ADRN,753ADRN",0.065060927,0.158885097,",GATA2:ADRN:50964",,ncc
chr3:128126175,chr3,128096550,128155800,4,",700ADRN,711ADRN,753ADRN,SH-SY5Y",0.001681252,0.016818706,",GATA2:ADRN:50964",",GATA2:ADRN",ncc
chr3:130792575,chr3,130771500,130813650,4,",691ADRN,700ADRN,711ADRN,SH-SY5Y",0.006454984,0.036593063,,,
chr3:132764025,chr3,132726600,132801450,2,",700ADRN,SH-SY5Y",0.070978058,0.169005061,",TMEM108:ADRN:29036",",TMEM108:ADRN",
chr3:132838050,chr3,132803400,132872700,2,",691ADRN,SH-SY5Y",0.117689204,0.240005991,",TMEM108:ADRN:29036",,
chr3:132984000,chr3,132944400,133023600,6,",691ADRN,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.194537229,0.338332601,",TMEM108:ADRN:29036",,
chr3:133107225,chr3,133077450,133137000,2,",SH-EP2,SH-SY5Y",0.835135988,0.903205084,",RAB6B:ADRN:477691,TMEM108:ADRN:29036",",TMEM108:ADRN",
chr3:139248900,chr3,139235100,139262700,4,",691ADRN,717MES,753ADRN,SH-SY5Y",0.206078039,0.351283796,",RBP1:ADRN:4029",,
chr3:139402225,chr3,139383150,139421300,2,",753ADRN,SH-SY5Y",0.007326739,0.039165558,",RBP1:ADRN:4029",,
chr3:149106950,chr3,149083900,149130000,2,",717MES,SH-EP2",0.000508061,0.007602361,",TM4SF1:MES:11668,WWTR1:MES:28912",",TM4SF1:MES",
chr3:149179950,chr3,149158500,149201400,2,",717MES,SH-EP2",0.000203052,0.004932905,",TM4SF1:MES:11668,WWTR1:MES:28912",,
chr3:149297850,chr3,149248800,149346900,3,",691MES,717MES,SH-EP2",2.30E-05,0.001473127,",TM4SF1:MES:11668,WWTR1:MES:28912",",WWTR1:MES",
chr3:149614575,chr3,149599800,149629350,2,",691ADRN,700ADRN",0.857458136,0.914786448,",TSC22D2:MES:317121,WWTR1:MES:28912",,
chr3:149798250,chr3,149787500,149809000,2,",700MES,SH-EP2",0.000516887,0.007602361,",TSC22D2:MES:317121,WWTR1:MES:28912",,
chr3:155049600,chr3,155038350,155060850,2,",700ADRN,SH-SY5Y",0.244662653,0.396581813,,,
chr3:159576825,chr3,159531900,159621750,7,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.343743382,0.503349339,,,
chr3:16523250,chr3,16475550,16570950,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.001845524,0.017832908,,,
chr3:170439650,chr3,170390700,170488600,2,",711ADRN,SH-EP2",0.110449537,0.229718949,",SKIL:MES:313290",,
chr3:171038775,chr3,171023700,171053850,2,",691MES,691ADRN",0.26520607,0.42260066,,,
chr3:177066800,chr3,177036600,177097000,4,",717MES,753ADRN,SH-EP2,SH-SY5Y",0.313044107,0.474707395,,,
chr3:177165850,chr3,177113000,177218700,3,",717MES,753ADRN,SH-EP2",0.602849707,0.728151318,,,
chr3:177318450,chr3,177223200,177413700,5,",700MES,717MES,753ADRN,SH-EP2,SH-SY5Y",0.376489875,0.533440897,,,
chr3:177493700,chr3,177415500,177571900,7,",691ADRN,700MES,700ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.984445629,0.992808638,,,
chr3:177628850,chr3,177590900,177666800,4,",700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.879486927,0.92848118,,,
chr3:177797625,chr3,177769050,177826200,5,",700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.868662094,0.923092328,,,
chr3:177892275,chr3,177853500,177931050,2,",753ADRN,SH-SY5Y",0.503092056,0.649680651,,,
chr3:178069400,chr3,178024100,178114700,2,",753ADRN,SH-EP2",0.488832355,0.635214522,,,
chr3:18165525,chr3,18149700,18181350,2,",700ADRN,SH-SY5Y",0.011430619,0.051764819,",SATB1:ADRN:285479",,
chr3:184307400,chr3,184275600,184339200,2,",691MES,717MES",0.024120974,0.080500117,,,ncc
chr3:19248150,chr3,19213200,19283100,2,",691ADRN,SH-SY5Y",0.024366582,0.080671833,,,
chr3:193883550,chr3,193842600,193924500,2,",691MES,717MES",0.144600199,0.27879992,",FAM43A:MES:382779,HES1:MES:11330",",HES1:MES",ncc
chr3:193984950,chr3,193963500,194006400,2,",691MES,717MES",0.580548143,0.717276542,",FAM43A:MES:382779,HES1:MES:11330",",FAM43A:MES",ncc
chr3:194850075,chr3,194789400,194910750,5,",691MES,691ADRN,700MES,717MES,753ADRN",0.306358793,0.469164992,",ACAP2:MES:178967,FAM43A:MES:382779",",FAM43A:MES",ncc
chr3:194970925,chr3,194957000,194984850,2,",691ADRN,753ADRN",0.566003873,0.706760659,",ACAP2:MES:178967",",ACAP2:MES",
chr3:196903050,chr3,196885500,196920600,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.00059682,0.008477904,,,
chr3:197205650,chr3,197179600,197231700,2,",700ADRN,SH-EP2",0.710534357,0.812737854,,,
chr3:24030525,chr3,24019350,24041700,2,",700ADRN,SH-SY5Y",0.729825542,0.826273876,,,
chr3:25509500,chr3,25460600,25558400,5,",691MES,691ADRN,700MES,717MES,SH-EP2",0.003082068,0.023714803,,,
chr3:29663175,chr3,29615100,29711250,6,",691ADRN,700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.005660208,0.033248157,",RBMS3:ADRN:292298",,
chr3:29730800,chr3,29718600,29743000,2,",SH-EP2,SH-SY5Y",0.00653424,0.036813242,",RBMS3:ADRN:292298",",RBMS3:ADRN",
chr3:33991875,chr3,33949000,34034750,2,",700MES,700ADRN",0.500545322,0.648063327,",CLASP2:ADRN:189295",,
chr3:34273250,chr3,34191500,34355000,2,",700MES,700ADRN",0.87387121,0.925078949,",CLASP2:ADRN:189295",,
chr3:36013375,chr3,36003000,36023750,2,",700MES,SH-SY5Y",0.665259374,0.774748545,,,
chr3:36461825,chr3,36419500,36504150,2,",700MES,SH-SY5Y",0.210120298,0.355983624,,,
chr3:36562725,chr3,36549000,36576450,2,",753ADRN,SH-SY5Y",0.032630452,0.097539228,,,
chr3:43812725,chr3,43788100,43837350,3,",753ADRN,SH-EP2,SH-SY5Y",0.372445575,0.530423775,,,
