Chromosome,Start,End,Type (NB or hNCC),Gene(s),TF(s),Number of NB cell lines,#cell lines with SE (group I),#cell lines with SE (group II),Median Score over 25 cell lines,"Median score, group I","Median score, group II","Median score, hNCC",FC Score Group I over Group II,Wilcoxon p-value (two sided test),Loadings to PC1,Loadings to PC2,Has 15% overlap with hNCC SEs,Pearson Corr. with gene expression
chr6,119424098,119675201,NB,MAN1A1,,18,15,0,33168.27079,31146.68677,18786.74614,11335.41765,1.657907471,0.533834586,-1.446242846,0.213199661,0,0.64
chr10,21777898,21844601,NCC,,,25,18,3,33152.44345,29169.3421,52071.08701,26837.70654,0.560183084,0.046616541,-1.522383328,-0.12142316,1,
chr1,153742748,153979101,NB,S100A2,,10,6,3,33015.42198,30841.81702,50322.60756,31991.57649,0.612881934,0.034586466,-1.52159444,-0.084875082,0,0.4
chr17,71136498,71376301,NB,LINC00511|FAM104A,,21,16,1,32974.56121,31140.34932,49336.67355,30650.89243,0.631180562,0.016541353,-1.556309861,-0.074186327,0,0.45|0.42
chr11,12698466,12894401,NCC,MICALCL,,25,18,3,32955.34069,31742.90539,50149.04391,38510.30599,0.632971298,0.10075188,-1.59796928,-0.167781554,1,0.4
chr9,16307398,16779001,NB,BNC2,BNC2,14,9,3,32725.44925,32589.06119,109312.2383,63325.28045,0.298128203,0.001503759,-1.426026415,-0.517552001,1,0.74
chr11,114975648,115378451,NB,CADM1,,17,15,1,32623.58231,40033.4889,28861.17823,27209.44451,1.387105148,0.533834586,-1.557515252,0.476728139,0,0.81
chr7,1881448,2311251,NB,,,17,14,2,32424.74699,33548.63424,38244.3726,21311.71852,0.877217534,0.356390977,-1.62399668,0.179563592,0,
chr10,99158098,99506901,NB,AVPI1|UBTD1|ANKRD2|PGAM1|MARVELD1,,5,1,3,32336.2522,30351.23078,133970.1195,71023.03935,0.226552241,0.003007519,-1.637983014,-0.475278729,1,0.61|0.59|0.53|0.44|0.37
chr2,29380198,29891851,NB,ALK,,16,15,1,32220.71286,62294.30487,11810.27538,13732.23332,5.274585299,0.001503759,-1.609559618,0.842043355,0,0.83
chrX,39253348,39637451,NB,BCOR,,18,18,0,32163.53965,40035.84615,12177.81882,8667.328936,3.287604024,0.001503759,-1.519487053,0.693787912,0,0.64
chr1,29059448,29445551,NB,OPRD1|EPB41,,15,13,1,32145.80926,33660.01966,28961.22075,13573.95737,1.162244505,0.470676692,-1.484181331,0.290534149,0,0.6|0.42
chr5,153828148,154004101,NB,HAND1,HAND1,18,17,1,32049.26893,40550.17181,1244.721741,405.8192595,32.57770027,0.001503759,-1.04444491,1.959293675,0,0.94
chr2,224307198,224511201,NB,SCG2,,21,15,3,31988.84174,24142.52566,52578.31499,16403.19799,0.459172677,0.261654135,-1.366928268,-0.103636661,0,0.66
chr15,63167498,63447240,NCC,TPM1|LACTB|RPS27L|CA12|APH1B,,13,6,3,31928.92151,21317.97086,94384.14278,132330.4371,0.225863903,0.001503759,-1.395745539,-0.699941122,1,0.78|0.75|0.61|0.52|0.45
chr13,47120098,47327051,NB,LRCH1,,18,14,1,31615.48233,29193.36321,33407.87909,20305.43053,0.87384665,0.533834586,-1.22563246,-0.003256188,1,0.5
chrX,153631119,153783451,NB,,,7,3,2,31603.35576,28181.4781,64631.79549,23703.75325,0.436031181,0.061654135,-1.488172276,-0.107350275,0,
chr7,75795398,76024339,NB,HSPB1,,19,12,3,31583.28896,27686.6131,65347.81453,30693.8353,0.423680781,0.02406015,-1.509083764,-0.090787368,1,0.38
chr1,95771698,96164851,NB,,,14,14,0,31558.44361,38450.34081,0,64.7094924,Inf,0.007716814,-0.663998845,3.726337838,0,
chr5,139009198,139105651,NCC,CXXC5,,23,17,2,31553.88243,27926.41908,29638.28345,42400.07791,0.942241447,0.962406015,-1.434723199,-0.069823517,1,0.64
chr8,71892948,72301301,NB,EYA1,,15,13,1,31338.57081,35941.58,27873.72614,172.5413049,1.289442962,0.261654135,-1.304649016,1.108556739,0,0.83
chr17,75345148,75494101,NB,,,22,16,2,31302.29803,30610.23203,25679.21141,50974.80417,1.192023834,0.887218045,-1.589289566,-0.032149955,1,
chr20,246998,439051,NB,,,18,12,3,31214.11723,29704.36618,66544.74276,39118.89199,0.446381862,0.016541353,-1.537663888,-0.208950774,0,
chr1,54684748,54879701,NB,NDC1|SSBP3,,21,18,0,31115.39438,35914.0299,18105.35793,17955.25813,1.983613362,0.003007519,-1.515652754,0.48581781,0,0.53|0.52
chr11,118248448,118534101,NB,CD3E|BCL9L|PHLDB1,,17,11,3,31042.98479,28466.68643,83809.67987,44437.5062,0.339658694,0.003007519,-1.508218142,-0.329255472,0,0.49|0.45|0.41
chr1,23830398,23987301,NB,C1orf234,,25,18,3,31018.35286,29243.85097,45584.54805,23920.10333,0.641529909,0.153383459,-1.397658192,-0.04360909,1,0.4
chr11,72942548,73306727,NB,,,18,11,3,31000.4555,29316.46486,75276.31456,42842.01149,0.389451384,0.010526316,-1.531470308,-0.265186759,0,
chr7,81786448,82084451,NB,,,17,16,0,30998.39764,31588.25666,33609.27436,6335.368235,0.939867262,0.739849624,-1.428939346,0.464263269,0,
chr20,48584448,48813851,NB,TMEM189-UBE2V1,,20,14,3,30978.79504,27228.89014,43260.67053,45877.15852,0.629414427,0.034586466,-1.412608541,-0.219969422,1,0.39
chr4,169908648,170204401,NB,SH3RF1,,21,15,3,30924.88864,24621.24716,107276.5884,64925.91683,0.22951184,0.034586466,-1.436895517,-0.426630928,1,0.77
chr10,80983298,81112801,NCC,,,25,18,3,30854.4768,25433.35135,36301.23372,25102.21074,0.700619476,0.306766917,-1.517594857,0.043709008,1,
chr16,4302848,4462051,NB,VASN,,23,16,3,30801.15239,29335.73255,52151.80784,23897.51932,0.562506532,0.010526316,-1.527571048,-0.06382306,0,0.42
chr3,132752748,133073451,NB,TMEM108,,17,15,0,30795.58315,35354.68381,1312.711527,8611.151391,26.93256141,0.003007519,-1.158057961,0.95871752,0,0.89
chr11,1936348,2060851,NB,TH|IGF2|IGF2-AS|INS-IGF2|TNNI2,,20,17,0,30721.26645,31352.93937,9770.491711,6008.536993,3.208941811,0.010526316,-1.403120045,0.70134314,0,0.66|0.65|0.57|0.48|0.4
chr2,160988498,161313351,NCC,ITGB6|TANK,,22,15,3,30669.84828,26911.37026,78668.13686,110767.3288,0.342087296,0.006015038,-1.469176015,-0.592496029,1,0.48|0.45
chr8,29571648,29767351,NB,DUSP4|LINC00589|SARAF,,20,17,0,30634.54475,33541.65259,17987.22447,17873.19135,1.864748652,0.221052632,-1.558791172,0.415730698,0,0.81|0.58|0.39
chr19,1297098,1474501,NB,,,14,12,1,30628.81583,30523.30078,31875.14012,21318.41752,0.95758954,0.306766917,-1.481912179,0.121201531,0,
chr6,111651948,111947701,NB,TRAF3IP2,,20,13,3,30561.69498,24864.45287,78349.64084,38036.24719,0.317352481,0.02406015,-1.46850356,-0.302618843,1,0.51
chr6,15249024,15519701,NB,JARID2,JARID2,20,15,3,30333.59434,31212.08325,50808.45957,22032.36686,0.614308789,0.470676692,-1.344859817,0.089741396,0,0.44
chr1,93984698,94248801,NB,BCAR3,,21,14,3,30331.5408,22061.86081,130082.9566,74586.71228,0.169598396,0.010526316,-1.509701783,-0.563972531,1,0.82
chr13,37396348,37607001,NB,SMAD9,SMAD9,15,13,1,30155.55672,29758.75902,32599.09237,14237.48908,0.912870784,0.739849624,-1.314076995,0.166026354,0,0.53
chr3,56771048,57107301,NB,ARHGEF3|FAM208A,,18,13,1,30122.673,26830.93856,24793.15222,11561.39035,1.082191499,0.887218045,-1.305941816,0.138147561,0,0.6|0.45
chr11,77916448,78199601,NB,GAB2|NARS2,,17,13,2,30090.06294,31394.05369,30555.59932,8146.687164,1.027440285,0.470676692,-1.287124202,0.359980979,0,0.65|0.43
chr10,80831289,80957201,NCC,,,24,18,2,30084.33741,28835.11866,48387.73526,53511.18998,0.595917922,0.356390977,-1.582920963,-0.102432707,1,
chr20,25178948,25573601,NB,,,10,7,1,30036.70001,27918.67807,48927.83017,45236.57268,0.570609364,0.016541353,-1.465019744,-0.205541359,0,
chr11,68861398,69080951,NB,,,21,17,1,30019.92087,33091.99921,19037.4108,19459.74943,1.73826155,0.010526316,-1.474672783,0.333750136,0,
chr6,73319598,73856801,NB,KCNQ5,,9,6,2,30010.02144,26554.76518,98621.87947,12120.06089,0.269258356,0.061654135,-1.382473468,-0.041913046,0,0.66
chr19,13890148,13999951,NB,ADGRE5|MRI1|IL27RA,,25,18,3,29888.89002,25003.55887,61082.90269,37490.95505,0.409338092,0.001503759,-1.409866336,-0.348143165,1,0.58|0.45|0.4
chr15,31548648,31706751,NB,KLF13|OTUD7A,KLF13,20,18,0,29874.53244,31820.73882,9433.148474,10991.10179,3.3732893,0.001503759,-1.318561631,0.717915566,0,0.84|0.45
chr2,220293948,220403351,NB,SPEG|ASIC4|OBSL1,,24,18,2,29756.40167,30142.6295,29756.40167,15677.18472,1.012979655,0.6,-1.427730026,0.10934446,0,0.63|0.42|0.37
chr11,61450402,61647801,NB,,,17,13,2,29736.96412,29613.31638,42658.92186,25399.75573,0.694188111,0.221052632,-1.524168851,0.059825054,0,
chr17,64288198,64577851,NB,PRKCA,,17,10,3,29735.36924,24041.85338,138990.0405,55576.0934,0.172975368,0.003007519,-1.247440439,-0.753456459,1,0.76
chr12,39680448,39846951,NB,KIF21A|ABCD2|C12orf40,,21,17,0,29642.1625,30806.94036,10597.97457,5986.885858,2.906870566,0.006015038,-1.368384562,0.660130469,0,0.77|0.75|0.47
chr2,45870248,46194751,NB,PRKCE,,16,13,1,29581.74679,31050.27115,28803.28652,12087.03201,1.078011397,0.739849624,-1.56440649,0.31709481,0,0.43
chr2,134875948,135171201,NB,MGAT5,,17,15,1,29520.3976,29987.88008,43589.28458,21529.29768,0.687964493,0.669172932,-1.477317101,0.179406393,0,0.56
chr5,123904198,124162501,NB,ZNF608,,21,18,0,29498.97339,32551.08246,27328.29417,36128.13183,1.191112854,0.739849624,-1.531330248,0.1267139,1,0.53
chr1,156654598,156783040,NB,BCAN|MRPL24,,21,14,3,29456.87756,26639.77398,38865.15294,26731.01098,0.68544112,0.010526316,-1.416608321,-0.129959603,0,0.41|0.38
chr10,60696048,61153351,NB,PHYHIPL|FAM13C,,17,13,1,29451.47933,30961.89212,19456.29201,5276.281333,1.591356261,0.261654135,-1.420362151,0.48652565,0,0.71|0.47
chr8,13154948,13517001,NB,DLC1|C8orf48,,20,14,3,29417.68281,28767.83754,64768.4515,51111.11233,0.444164356,0.079699248,-1.498759337,-0.264045761,0,0.64|0.37
chr4,41320748,41646851,NB,LIMCH1|PHOX2B,PHOX2B,16,12,1,29411.34978,29936.60254,21839.6695,6048.83654,1.370744303,0.412030075,-1.135415607,0.306787019,0,0.73|0.41
chr10,72950598,73063451,NB,UNC5B,,22,18,0,29170.6108,31560.40407,1678.018661,6748.938207,18.80813652,0.001503759,-1.274270045,1.12764807,0,0.89
chr3,73449698,73840151,NB,PDZRN3,,15,11,1,29157.31828,27446.4745,14508.13266,22858.34142,1.891799251,0.669172932,-1.364737451,-0.002532707,0,0.51
chr1,66901848,67113501,NB,SGIP1,,21,15,3,29137.4485,28401.08484,70092.19792,40116.55777,0.405196094,0.184962406,-1.434051793,-0.164661183,1,0.53
chr4,113741736,114117901,NB,ANK2|MIR302A,,13,12,1,29056.76366,31147.71253,39916.1412,15375.51989,0.780328749,0.813533835,-1.562558265,0.261618172,0,0.76|0.39
chr5,176119898,176498851,NB,UNC5A|HK3|NSD1,,15,14,1,28956.0936,33292.88438,24991.72846,17936.80607,1.332156134,0.10075188,-1.478570275,0.435876693,0,0.71|0.5|0.41
chr14,32662248,32995951,NB,,,13,9,2,28916.9805,26043.48951,44028.31432,24496.81209,0.591516844,0.6,-1.338635699,-0.006311316,0,
chr17,61067848,61559301,NB,TANC2|CYB561|ACE,,17,13,2,28874.78641,27634.42523,127981.389,38485.30495,0.215925342,0.061654135,-1.510228769,-0.224113485,0,0.52|0.42|0.38
chr2,121432798,121736901,NCC,GLI2|INHBB,GLI2,17,12,2,28750.76048,25353.53237,44999.24607,80514.36124,0.56342127,0.669172932,-1.308454255,-0.262375392,1,0.72|0.4
chr3,140930748,141303201,NB,ZBTB38|RNF7,ZBTB38,18,12,3,28748.87634,25941.68763,112933.357,61215.66769,0.22970793,0.006015038,-1.568818673,-0.420473236,1,0.69|0.37
chr8,128810705,129214951,NCC,MYC,MYC,16,9,3,28727.19068,20275.2108,152828.8869,144178.4474,0.13266609,0.003007519,-1.498970271,-0.726365058,1,0.45
chr9,97757148,97869501,NCC,,,24,18,2,28670.34393,23480.40731,28670.34393,30485.32797,0.81897892,0.412030075,-1.504997698,0.024054945,1,
chr6,25991798,26073601,NB,,,21,14,3,28666.35801,24480.96109,51273.90056,23930.63021,0.477454627,0.061654135,-1.405073905,-0.105930331,0,
chr5,141516698,141871801,NB,SPRY4|FCHSD1,,17,11,3,28531.9992,27077.30591,47074.21946,38940.24797,0.575204565,0.184962406,-1.250169891,-0.243572133,1,0.84|0.42
chr17,38439398,38515301,NCC,,,25,18,3,28489.8532,23373.84707,38277.38785,20932.80808,0.610643735,0.061654135,-1.385638901,-0.052772908,1,
chr7,47342848,47864751,NB,TNS3|C7orf69|LINC00525|PKD1L1,,17,11,3,28376.79372,22083.57655,108454.6573,76047.28776,0.203620362,0.001503759,-1.453645507,-0.630945731,1,0.73|0.66|0.53|0.49
chr11,72229798,72595801,NB,P2RY6,,15,10,2,28364.40761,27527.32439,39816.65125,24367.91349,0.691352073,0.306766917,-1.533399665,0.100904469,0,0.5
chrX,133597198,133949501,NB,MIR503HG|LINC00629|MIR503|MOSPD1|PLAC1|FAM122B,,18,12,3,28359.85604,23242.82925,120867.9317,31761.1592,0.192299388,0.003007519,-1.276617099,-0.60233508,0,0.79|0.54|0.44|0.42|0.37|0.37
chr5,67691198,68221001,NB,PIK3R1,,12,12,0,28328.3305,39886.59213,3843.632103,17399.55086,10.37731788,0.001503759,-1.439622274,1.020427628,0,0.67
chr2,121456498,121735251,NB,GLI2|INHBB,GLI2,16,12,1,28295.91668,25053.70162,43223.80822,79429.51706,0.579627355,0.739849624,-1.297020419,-0.257506525,1,0.72|0.4
chr16,2494248,2595451,NB,CCNF|RNPS1,,14,11,1,28185.64788,26913.39482,28757.71569,16412.43762,0.93586692,0.739849624,-1.408360535,0.15892435,0,0.39|0.39
chr2,242475498,242713738,NB,BOK-AS1|GAL3ST2,,9,4,3,28181.35576,25228.68828,55081.24857,35343.65851,0.458026805,0.061654135,-1.459942532,-0.112902516,0,0.48|0.44
chrX,15346948,15515251,NB,PIR|BMX|VEGFD,,20,17,0,28067.05284,31732.42036,6910.472935,2516.834473,4.591931791,0.001503759,-1.206765798,0.863255457,0,0.51|0.48|0.4
chr11,125812848,126068101,NB,CDON|DDX25|PUS3|RPUSD4,,20,17,1,27999.09143,28507.63939,7217.867526,4551.416511,3.949593046,0.001503759,-1.282446205,0.832834333,0,0.71|0.66|0.58|0.4
chr3,48959316,49179151,NB,LAMB2,,7,1,3,27955.76576,25360.98977,67008.06574,34768.68583,0.378476673,0.010526316,-1.428905581,-0.241350371,0,0.43
chr3,52003980,52162251,NB,DUSP7,,23,16,3,27913.90275,24598.95706,46586.80034,30644.43605,0.52802418,0.02406015,-1.409443401,-0.09778023,0,0.68
chr3,159466198,159666551,NCC,KPNA4,,24,18,3,27907.74064,25247.73378,67274.1971,66245.43438,0.375295951,0.061654135,-1.420575384,-0.263844083,1,0.4
chr21,47528648,47845401,NB,,,10,6,2,27871.95837,25810.41793,38474.02554,22749.44842,0.670853064,0.010526316,-1.405838796,-0.035247049,0,
chr1,21018498,21498750,NB,,,16,9,3,27856.79957,24332.44154,106458.1877,41807.59073,0.228563364,0.016541353,-1.493586064,-0.317798104,0,
chr14,55028448,55408551,NB,SAMD4A|GCH1,,16,11,3,27817.57239,25499.87144,72369.87954,56715.47388,0.352354759,0.061654135,-1.306556686,-0.303438007,1,0.73|0.39
chr6,56489598,56828301,NB,BEND6|BAG2,,16,10,3,27692.10616,25426.36917,169096.8006,104229.9948,0.150365761,0.001503759,-1.403490928,-0.786907489,1,0.52|0.39
chr14,77369498,77430151,NCC,,,24,18,2,27673.00632,27183.22496,27673.00632,25916.5263,0.982301115,0.6,-1.446379217,0.024392243,1,
chr10,80257298,80591601,NB,ZMIZ1,ZMIZ1,16,14,0,27653.54114,27794.13889,1156.251151,5433.87829,24.03815024,0.001503759,-1.019499345,1.876561377,0,0.64
chr10,104341098,104576801,NB,TRIM8|NFKB2|RPEL1,NFKB2,25,18,3,27580.22655,24869.63413,84613.35045,57081.87608,0.293920924,0.006015038,-1.5348364,-0.399672973,1,0.64|0.53|0.47
chr17,27252598,27504906,NB,TIAF1|CRYBA1,,19,14,3,27559.96055,24801.55794,59444.55293,25278.69474,0.417221709,0.079699248,-1.380558498,-0.071264969,0,0.43|0.42
chr5,141071748,141265951,NB,PCDH1|NDFIP1|RELL2|GNPDA1|PCDH12,,16,15,0,27396.85166,31306.88989,4226.756399,4016.771337,7.406835628,0.001503759,-1.181362286,1.144761712,0,0.92|0.48|0.44|0.4|0.37
chr4,140957298,141084551,NCC,MGST2,,24,18,3,27358.69358,25307.0955,45519.00055,28169.99148,0.555967732,0.046616541,-1.371099124,-0.024173311,1,0.38
chr11,9382198,9648801,NB,,,9,5,2,27297.55156,22095.75672,66574.93597,52455.39735,0.331893022,0.003007519,-1.364991698,-0.334967561,1,
chr16,58428795,58698501,NB,NDRG4|SNORA50A,,19,14,2,27255.24609,26849.72558,25232.62353,19311.62836,1.064087749,0.739849624,-1.346433144,0.104885178,1,0.43|0.38
chr1,27722048,27944751,NB,AHDC1|MAP3K6|SLC9A1,,23,16,3,27186.3555,23851.88025,64555.86008,41182.55464,0.369476609,0.010526316,-1.475873793,-0.296465311,1,0.49|0.4|0.38
chr19,47271898,47516251,NB,,,18,11,3,27167.02644,24715.15161,92228.27683,69788.84913,0.267978026,0.003007519,-1.390998736,-0.500609519,1,
chr11,62602848,62744801,NB,CHRM1|SLC22A10|SLC22A25|BSCL2|GNG3,,19,14,2,27119.72312,28456.03567,25034.38884,16729.93056,1.136677865,0.306766917,-1.364662107,0.217547857,0,0.67|0.65|0.63|0.44|0.42
chr22,46956948,47240551,NB,,,20,15,2,27072.84044,22237.4021,37252.58885,23879.25244,0.596935751,0.153383459,-1.474837888,0.010881559,0,
chr11,11915648,12372701,NB,MICAL2|DKK3|MICALCL,,18,12,3,27072.42596,23513.05802,211598.8126,153990.6012,0.111120936,0.001503759,-1.578801357,-0.883621082,1,0.79|0.49|0.46
chr9,136337698,136591201,NB,DBH|RALGDS|SARDH|CACFD1|GTF3C5,,16,16,0,27069.92342,35734.34554,6252.928855,8820.361045,5.714817227,0.001503759,-1.365922797,0.876491216,0,0.68|0.6|0.46|0.43|0.42
chr16,53074998,53282451,NB,,,21,15,2,27066.19222,25729.55328,43939.6709,35805.66574,0.585565453,0.221052632,-1.405136538,-0.145511388,1,
chr2,37750798,37941651,NB,CDC42EP3,,21,14,3,27029.17757,21771.71561,88086.07165,70119.41134,0.247164111,0.016541353,-1.480790853,-0.391917015,1,0.8
chr12,32192048,32485701,NB,BICD1,,17,13,2,26998.84096,27999.76327,45285.3815,24967.93957,0.618295846,0.412030075,-1.340693691,-0.013008096,0,0.52
chr9,27915998,28546451,NB,LINGO2,,7,7,0,26989.56244,32957.39528,4098.835116,6083.690769,8.040673592,0.006015038,-1.118422175,0.967281835,0,0.68
chr8,28684848,28995651,NB,,,19,14,2,26957.4281,25261.05086,39080.55642,15959.67056,0.646384115,0.470676692,-1.282497149,-0.006094184,0,
chr13,102571798,103061251,NB,FGF14|FGF14-IT1,,13,12,0,26957.09813,36024.47101,3072.221665,7365.533616,11.72586972,0.001503759,-1.424814551,0.905013045,0,0.83|0.6
chr11,112829198,113085501,NB,NCAM1|NCAM1-AS1,,18,17,0,26930.29379,30981.34952,1369.882558,2963.673006,22.61606249,0.001503759,-1.276700927,1.428669257,0,0.91|0.82
chr3,11159098,11715051,NB,HRH1,,9,3,3,26925.5084,19145.60831,156835.7096,110989.0071,0.122074293,0.001503759,-1.448606506,-0.781840691,1,0.85
chr1,68026748,68356601,NB,GADD45A|GNG12|WLS|GNG12-AS1,,13,6,3,26917.18257,23610.95556,119349.1327,87279.83292,0.197830977,0.001503759,-1.459218016,-0.619909656,1,0.61|0.6|0.44|0.38
chr2,44704648,45028851,NB,SIX3|CAMKMT,SIX3,18,17,0,26836.47916,35225.29412,11211.97404,8185.396226,3.14175666,0.003007519,-1.341717157,0.719788251,0,0.68|0.45
chr17,48943911,49195725,NB,,,23,18,3,26786.03443,25725.25143,41686.40895,25530.26706,0.617113637,0.10075188,-1.386449469,0.000327642,1,
chr2,223702148,224102101,NB,AP1S3,,8,4,2,26774.76697,24378.24603,33055.86965,46252.03406,0.73748615,0.10075188,-1.326847331,-0.3058197,1,0.63
chr14,69315898,69573251,NB,ACTN1|EXD2|ACTN1-AS1,,20,13,3,26711.08991,23341.12815,59027.31857,89042.43834,0.395429247,0.034586466,-1.426313848,-0.384847424,1,0.79|0.41|0.4
chr13,97839148,98039551,NB,MBNL2,,21,14,3,26641.59957,23647.90123,64629.39828,34658.63109,0.365900068,0.001503759,-1.33870388,-0.399410762,1,0.41
chr14,77488248,77537051,NCC,,,24,18,2,26574.29431,22280.42273,36464.85929,24572.93517,0.611010797,0.079699248,-1.386083651,-0.072238098,1,
chr20,32080425,32300201,NB,CBFA2T2|E2F1,E2F1,14,13,0,26565.72032,27808.924,19222.14876,10884.29118,1.446712558,0.12481203,-1.318146764,0.336806682,0,0.63|0.41
chr14,105083548,105294251,NB,INF2|AHNAK2,,15,11,2,26560.05834,24890.89957,44903.94162,28485.43578,0.554314358,0.010526316,-1.382812919,-0.144247746,1,0.48|0.37
chr16,69394948,69785851,NB,NQO1|NFAT5|NIP7,NFAT5,9,2,3,26549.49433,20070.11599,82726.69915,42901.42456,0.24260748,0.003007519,-1.384071215,-0.465621217,0,0.66|0.51|0.51
chr18,67952098,68360851,NB,SOCS6,,12,8,2,26524.48954,22017.52464,33319.86572,17439.22236,0.660792718,0.12481203,-1.162660903,-0.075016823,0,0.56
chr1,201497648,201892651,NB,CSRP1|NAV1|LMOD1,,16,11,3,26465.13007,22297.00044,166689.2628,139556.5302,0.133763867,0.001503759,-1.462986942,-0.674328482,1,0.61|0.6|0.54
chr1,1220398,1339951,NB,MXRA8,,13,8,2,26442.26575,23724.17807,57788.16917,34245.36352,0.410536939,0.010526316,-1.386206195,-0.284484691,1,0.4
chr1,64242187,64714951,NB,ROR1,,10,7,1,26415.19623,27768.237,20665.75362,32032.60585,1.343683735,0.533834586,-1.189366348,-0.191589164,0,0.58
chr5,180586698,180710551,NB,,,17,11,2,26360.54039,25404.05346,52181.216,27217.82761,0.48684288,0.010526316,-1.372584373,-0.159946584,1,
chr1,52077248,52554901,NB,RAB3B|CC2D1B,,4,1,2,26282.41623,24396.395,132024.5019,71260.11252,0.184786874,0.003007519,-1.425309811,-0.525532561,1,0.59|0.5
chr22,25929498,26192351,NB,GRK3|LRP5L,,15,15,0,26144.32382,31852.52468,11237.45894,2636.892058,2.834495312,0.046616541,-1.312566542,0.826520022,0,0.8|0.6
chr8,128810705,129114801,NB,MYC,MYC,16,9,3,26129.36557,17685.51178,135109.5907,100666.5338,0.130897531,0.006015038,-1.383186328,-0.644109518,1,0.46
chr15,35895248,36312151,NB,,,11,9,0,26073.23731,27019.44515,16909.16615,15792.33524,1.597917065,0.10075188,-1.20872493,0.368077077,0,
chr9,80316448,80650951,NB,GNAQ,,15,11,3,26006.80938,24133.73055,64244.42422,69014.6295,0.375654866,0.016541353,-1.383115854,-0.349637499,1,0.4
chr16,89818698,89993651,NB,FANCA,,8,7,0,25983.05097,25154.40846,34966.16379,14837.42915,0.719392857,0.184962406,-1.372437423,0.130939097,0,0.49
chr11,117281598,117660001,NB,FXYD6|DSCAML1|FXYD6-FXYD2|IL10RA|TMPRSS13,,17,17,0,25957.31956,30599.02973,1374.107296,2158.954419,22.26829725,0.001503759,-1.068467328,1.779469123,0,0.71|0.69|0.65|0.57|0.5
chr3,159477398,159624551,NB,KPNA4,,24,18,3,25938.85456,24543.32528,57610.4731,54941.38236,0.426021936,0.10075188,-1.376125576,-0.214443763,1,0.37
chr12,124981348,125084751,NCC,,,24,18,2,25884.03391,25196.77938,26002.00672,23518.04945,0.969032108,0.813533835,-1.296778064,0.095011688,1,
chr9,16027498,16287601,NB,BNC2,BNC2,14,11,2,25882.60615,27816.12442,31012.27762,41913.53581,0.896939101,0.470676692,-1.175038399,-0.120045212,1,0.63
chr2,47230198,47318951,NCC,C2orf61,,24,17,3,25879.07761,20684.68726,35207.1385,31038.35173,0.587514014,0.261654135,-1.313731349,-0.081897294,1,0.45
chr15,57255198,57628851,NB,LINC00926|ZNF280D,ZNF280D,22,15,3,25831.06466,24717.67248,96024.6597,40540.07687,0.257409634,0.010526316,-1.415831632,-0.313147474,1,0.46|0.38
chr17,7727748,7801951,NB,ALOX15B,,24,17,3,25818.38457,24614.87554,43011.45707,26050.70827,0.572286484,0.061654135,-1.344562364,-0.085541901,1,0.42
chr10,127728798,128130201,NB,ADAM12|C10orf90|DHX32|FANK1|DOCK1,,13,9,1,25812.21461,19079.55295,27605.40443,73721.45373,0.691152814,0.261654135,-0.959688665,-0.434081651,0,0.66|0.5|0.48|0.41|0.39
